t,tau,S_star,S_star_raw,K_minus_S_star,dS
0.10187499999999994,0.8981250000000001,81.35265980111276,81.375,18.647340198887235,0.125
0.10218749999999999,0.8978125,81.35387969918493,81.375,18.64612030081507,0.125
0.10250000000000004,0.8975,81.35511893032833,81.375,18.64488106967167,0.125
0.10281249999999997,0.8971875,81.3563779696416,81.375,18.6436220303584,0.125
0.10312500000000002,0.896875,81.35765730902136,81.375,18.642342690978637,0.125
0.10343749999999996,0.8965625,81.35895745790079,81.375,18.641042542099214,0.125
0.10375000000000001,0.89625,81.36027894421322,81.375,18.63972105578678,0.125
0.10406249999999995,0.8959375,81.3616223152978,81.375,18.638377684702206,0.125
0.104375,0.895625,81.36298813895104,81.375,18.63701186104896,0.125
0.10468749999999993,0.8953125000000001,81.3643770045119,81.375,18.635622995488106,0.125
0.10499999999999998,0.895,81.3657895240502,81.375,18.6342104759498,0.125
0.10531250000000003,0.8946875,81.36722633365727,81.375,18.63277366634273,0.125
0.10562499999999997,0.894375,81.36868809478712,81.375,18.631311905212883,0.125
0.10593750000000002,0.8940625,81.37017549581763,81.375,18.629824504182366,0.125
0.10624999999999996,0.89375,81.37168925359758,81.375,18.62831074640242,0.125
0.1065625,0.8934375,81.37323011528309,81.375,18.626769884716907,0.125
0.10687499999999994,0.8931250000000001,81.37479886021443,81.375,18.625201139785574,0.125
0.10718749999999999,0.8928125,81.37639630205109,81.375,18.62360369794891,0.125
0.10749999999999993,0.8925000000000001,81.37802329107262,81.375,18.621976708927377,0.125
0.10781249999999998,0.8921875,81.37968071672303,81.375,18.62031928327697,0.125
0.10812500000000003,0.891875,81.38136951038912,81.375,18.61863048961088,0.125
0.10843749999999996,0.8915625,81.38309064856385,81.375,18.61690935143615,0.125
0.10875000000000001,0.89125,81.38484515617773,81.375,18.615154843822268,0.125
0.10906249999999995,0.8909375,81.38663411060047,81.375,18.61336588939953,0.125
0.109375,0.890625,81.38845864564368,81.375,18.61154135435632,0.125
0.10968749999999994,0.8903125000000001,81.3903199568449,81.375,18.609680043155095,0.125
0.10999999999999999,0.89,81.3922193061516,81.375,18.607780693848397,0.125
0.11031250000000004,0.8896875,81.39415802916719,81.375,18.605841970832813,0.125
0.11062499999999997,0.889375,81.39613754048335,81.375,18.603862459516648,0.125
0.11093750000000002,0.8890625,81.39815934415373,81.375,18.601840655846274,0.125
0.11124999999999996,0.88875,81.40022503905871,81.375,18.59977496094129,0.125
0.11156250000000001,0.8884375,81.40233633535652,81.375,18.597663664643477,0.125
0.11187499999999995,0.888125,81.404495057809,81.375,18.595504942191,0.125
0.1121875,0.8878125,81.40670317398742,81.375,18.593296826012576,0.125
0.11249999999999993,0.8875000000000001,81.40896279005928,81.375,18.591037209940723,0.125
0.11281249999999998,0.8871875,81.41127620349252,81.375,18.58872379650748,0.125
0.11312500000000003,0.886875,81.41364587684144,81.375,18.586354123158557,0.125
0.11343749999999997,0.8865625,81.4160745444674,81.375,18.583925455532594,0.125
0.11375000000000002,0.88625,81.41856512721223,81.375,18.581434872787767,0.125
0.11406249999999996,0.8859375,81.42112096314844,81.375,18.57887903685156,0.125
0.114375,0.885625,81.42374556879727,81.375,18.576254431202727,0.125
0.11468749999999994,0.8853125000000001,81.4264431641962,81.375,18.5735568358038,0.125
0.11499999999999999,0.885,81.42921803953345,81.375,18.570781960466547,0.125
0.11531249999999993,0.8846875000000001,81.43207579955177,81.375,18.567924200448232,0.125
0.11562499999999998,0.884375,81.43502171097047,81.375,18.564978289029526,0.125
0.11593750000000003,0.8840625,81.43806375765708,81.375,18.561936242342924,0.125
0.11624999999999996,0.88375,81.44120831422035,81.375,18.558791685779653,0.125
0.11656250000000001,0.8834375,81.44446791458272,81.375,18.555532085417283,0.125
0.11687499999999995,0.883125,81.44784972053765,81.375,18.552150279462353,0.125
0.1171875,0.8828125,81.45137608915662,81.375,18.548623910843375,0.125
0.11749999999999994,0.8825000000000001,81.45505280783176,81.375,18.544947192168237,0.125
0.11781249999999999,0.8821875,81.45892652673271,81.375,18.54107347326729,0.125
0.11812500000000004,0.881875,81.46299240819988,81.375,18.53700759180012,0.125
0.11843749999999997,0.8815625,81.46736797029006,81.375,18.532632029709944,0.125
0.11875000000000002,0.88125,81.471998850661,81.375,18.528001149339005,0.125
0.11906249999999996,0.8809375,81.47726843857888,81.375,18.522731561421125,0.125
0.11937500000000001,0.880625,81.48287458516674,81.375,18.51712541483326,0.125
0.11968749999999995,0.8803125,81.49115212938887,81.375,18.508847870611135,0.125
0.12,0.88,81.45422127982866,81.5,18.54577872017134,0.125
0.12031249999999993,0.8796875000000001,81.4551267024183,81.5,18.544873297581702,0.125
0.12062499999999998,0.879375,81.45604456658648,81.5,18.543955433413515,0.125
0.12093750000000003,0.8790625,81.45697513134913,81.5,18.543024868650875,0.125
0.12124999999999997,0.87875,81.45791866307388,81.5,18.542081336926117,0.125
0.12156250000000002,0.8784375,81.45887543584337,81.5,18.541124564156632,0.125
0.12187499999999996,0.878125,81.45984573166406,81.5,18.54015426833594,0.125
0.1221875,0.8778125,81.46082984084963,81.5,18.539170159150373,0.125
0.12249999999999994,0.8775000000000001,81.46182806223669,81.5,18.53817193776331,0.125
0.12281249999999999,0.8771875,81.46284070370132,81.5,18.537159296298682,0.125
0.12312499999999993,0.8768750000000001,81.46386808220169,81.5,18.536131917798315,0.125
0.12343749999999998,0.8765625,81.46491052460544,81.5,18.535089475394557,0.125
0.12375000000000003,0.87625,81.46596836761742,81.5,18.53403163238258,0.125
0.12406249999999996,0.8759375,81.46704195847151,81.5,18.532958041528488,0.125
0.12437500000000001,0.875625,81.4681316552689,81.5,18.531868344731095,0.125
0.12468749999999995,0.8753125,81.46923782748209,81.5,18.53076217251791,0.125
0.125,0.875,81.47036085640434,81.5,18.52963914359566,0.125
0.12531249999999994,0.8746875000000001,81.47150113567598,81.5,18.52849886432402,0.125
0.125625,0.874375,81.47265907183422,81.5,18.527340928165785,0.125
0.12593750000000004,0.8740625,81.47383508487154,81.5,18.52616491512846,0.125
0.12624999999999997,0.87375,81.47502960886125,81.5,18.52497039113875,0.125
0.12656250000000002,0.8734375,81.47624309259544,81.5,18.52375690740456,0.125
0.12687499999999996,0.873125,81.47747600027326,81.5,18.522523999726744,0.125
0.1271875,0.8728125,81.47872881224437,81.5,18.52127118775563,0.125
0.12749999999999995,0.8725,81.48000202575979,81.5,18.519997974240212,0.125
0.1278125,0.8721875,81.48129615585196,81.5,18.518703844148035,0.125
0.12812499999999993,0.8718750000000001,81.48261173616825,81.5,18.517388263831748,0.125
0.12843749999999998,0.8715625,81.48394931996306,81.5,18.51605068003694,0.125
0.12875000000000003,0.87125,81.48530948111002,81.5,18.514690518889978,0.125
0.12906249999999997,0.8709375,81.48669281517118,81.5,18.513307184828818,0.125
0.12937500000000002,0.870625,81.48809994060268,81.5,18.51190005939732,0.125
0.12968749999999996,0.8703125,81.48953150000823,81.5,18.510468499991774,0.125
0.13,0.87,81.49098816150547,81.5,18.50901183849453,0.125
0.13031249999999994,0.8696875000000001,81.49247062020862,81.5,18.50752937979138,0.125
