n_paths,n_steps,method,degree,basis,n_seeds,mean_price,bias,sd_across_seeds,variance_across_seeds,rmse,mean_reported_se,mean_ci_width,mean_runtime_s,total_runtime_s,exact_bermudan,exercise_date_bias,regression_error
100000,5,antithetic_control,3,poly,8,5.984660910470959,-0.10570970216484099,0.017454763048876932,0.0003046687530924395,0.10696320063804848,0.013081890155502214,0.051280067121020775,0.026089458375004426,0.2087156670000354,5.981141954260412,0.10922865837538787,-0.0035189562105468752
100000,10,antithetic_control,3,poly,8,6.029766351674765,-0.06060426096103466,0.010750780435013898,0.00011557927996187763,0.061432957902089164,0.013118735640131409,0.05142449876678696,0.05211320850000334,0.4169056680000267,6.033620526886809,0.0567500857489911,0.0038541752120435646
100000,25,antithetic_control,3,poly,8,6.063650922756078,-0.026719689879722175,0.010332641983910401,0.00010676349036766788,0.028414078928239623,0.013153803567070263,0.05156196251444449,0.1349763386250089,1.0798107090000713,6.067112501646275,0.02325811098952535,0.003461578890196826
100000,50,antithetic_control,3,poly,8,6.069933370461618,-0.020437242174182302,0.010937871274086594,0.00011963702800848868,0.02285526782152478,0.013117708189474886,0.051420471234220666,0.2706449633749912,2.1651597069999298,6.078621736678757,0.01174887595704277,0.008688366217139531
100000,100,antithetic_control,3,poly,8,6.076548346118175,-0.013822266517625081,0.015603309143391775,0.00024346325622425337,0.020101875556287577,0.013120693409286243,0.0514321730808558,0.535666484124981,4.285331872999848,6.084454358168359,0.005916254467440929,0.007906012050184152
100000,200,antithetic_control,3,poly,8,6.075243486272743,-0.015127126363056576,0.00916809991945626,8.405405613313387e-05,0.01738899799069429,0.013094450791807075,0.0513293039105932,1.0683269058749971,8.546615246999977,6.087398603458611,0.0029720091771885393,0.012155117185868036
100000,400,antithetic_control,3,poly,8,6.0713969567709505,-0.018973655864849448,0.01521311080352991,0.00023143874032047844,0.023717261955339013,0.013079224444325094,0.051269617725217646,2.275061146000006,18.200489168000047,6.088878165034278,0.0014924476015218957,0.017481208263327552
