M,N,dS,dtau,european_price,european_abs_error,european_runtime_s,american_price,american_abs_error,american_runtime_s,mean_psor_iterations,boundary_S_star_0
100,100,4.0,0.01,5.533546838794336,0.03997918346263507,0.001838833999999956,6.042859375812294,0.04749258704626236,0.013589125000000202,12.45,81.28533169308578
200,200,2.0,0.005,5.5635874130863145,0.009938609170656143,0.0037849999999997053,6.0785680244055245,0.01178393845303205,0.02914625000000015,12.375,81.39800789575179
400,400,1.0,0.0025,5.5710447887776215,0.002481233479349143,0.008642791999999844,6.087277929091819,0.0030740337667376494,0.06906129199999977,12.0975,80.8851067054008
800,800,0.5,0.00125,5.57290592490191,0.0006200973550605227,0.022701957999999856,6.089542774892746,0.0008091879658103096,0.1743653329999999,11.6675,80.8905603720577
1600,1600,0.25,0.000625,5.573371010905789,0.00015501135118167753,0.07191008300000057,6.090143625529086,0.00020833732947078687,0.6624728330000007,15.734375,80.97236559590036
3200,3200,0.125,0.0003125,5.573487270212837,3.875204413361644e-05,0.2109418749999996,6.090304896404404,4.7066454152755455e-05,3.361624415999999,27.5496875,80.87562929588191
