n_dates,american_crr,bermudan_crr,lsm_price,lsm_std_error,exercise_date_bias,regression_and_sampling_error,total_deviation,regression_error_in_se,runtime_s
5,6.0903519628585565,5.981141954260412,5.954604289504499,0.016593604553425154,0.10921000859814445,0.026537664755912793,0.13574767335405724,1.5992706509590193,0.04945412499999691
10,6.0903519628585565,6.033620526886809,6.032205791095696,0.016452544028584343,0.05673143597174768,0.0014147357911129532,0.05814617176286063,0.08598887738303679,0.09986770899999797
25,6.0903519628585565,6.067112501646275,6.06516220866196,0.016059022592673163,0.02323946121228193,0.0019502929843149275,0.02518975419659686,0.12144531045150515,0.26563233400000286
50,6.0903519628585565,6.078621736678757,6.088680108941546,0.016027660009040226,0.011730226179799352,-0.010058372262788495,0.001671853917010857,-0.6275633659008976,0.5681203749999995
100,6.0903519628585565,6.084454358168359,6.072626868810967,0.0159633652126284,0.005897604690197511,0.011827489357392196,0.017725094047589707,0.7409145377464414,1.1532311249999978
200,6.0903519628585565,6.087398603458611,6.0676459638788245,0.015933153738567313,0.0029533593999451213,0.0197526395797869,0.022705998979732023,1.2397193866255276,2.4255213749999953
