T,S_star_0,S_star_0_over_K,S_star_just_before_T,S_star_at_T,perpetual_S_inf,predicted_terminal,price,runtime_s
0.25,86.83802462899071,0.8683802462899071,99.28557599394615,100.0,71.42857142857142,100.0,3.4797566336083605,1.7583093749999819
0.5,83.93918044615907,0.8393918044615907,99.0473691672292,100.0,71.42857142857142,100.0,4.655605062360032,1.7609072909999952
1.0,80.8756289264018,0.808756289264018,98.74145608240308,100.0,71.42857142857142,100.0,6.090305212194985,1.9037507500000004
2.0,77.89269323853065,0.7789269323853065,98.3456793368965,100.0,71.42857142857142,100.0,7.7231431398859245,4.060398040999985
5.0,74.52581490486685,0.7452581490486685,97.62576538062831,100.0,71.42857142857142,100.0,9.897522263041981,16.209482750000006
10.0,72.76264275353651,0.7276264275353651,96.92926143042193,100.0,71.42857142857142,100.0,11.211345234657987,43.968742042
25.0,71.6723686930479,0.716723686930479,95.70817968226487,100.0,71.42857142857142,100.0,12.113292807151506,119.57659162499999
