tau,S_star,K_minus_S_star,sqrt_tau_log,predicted,ratio,correction_scale_1_over_log,fitted_slope_through_origin,predicted_slope_K_sigma
0.00031250000000004885,98.84697706786073,1.1530229321392653,0.0502210927076118,1.0044218541522358,1.1479468784681648,0.12390182576764573,21.578043562369796,20.0
0.0009375000000000355,98.4465801665186,1.5534198334813993,0.08084878129948798,1.6169756259897596,0.9606946502551902,0.14342482239960058,21.578043562369796,20.0
0.0029687499999999645,97.44084336432616,2.559156635673844,0.13144192605092042,2.6288385210184084,0.9734932804782662,0.17183269373834065,21.578043562369796,20.0
0.010000000000000009,95.79451237536074,4.205487624639261,0.21459660262893482,4.291932052578696,0.9798588545017861,0.21714724095162594,21.578043562369796,20.0
0.030000000000000027,93.5755502340483,6.424449765951707,0.32434046451159854,6.486809290231971,0.9903867184173015,0.285179948337453,21.578043562369796,20.0
0.09999999999999998,90.16823465465963,9.831765345340372,0.4798525912188081,9.597051824376162,1.0244568358345263,0.43429448190325176,21.578043562369796,20.0
0.30000000000000004,86.07238611662159,13.927613883378413,0.6009923803991035,12.01984760798207,1.1587180085485813,0.8305835450825374,21.578043562369796,20.0
