itm_only,degree,price,std_error,deviation_from_bermudan,runtime_s
True,2,6.064325548286125,0.016044373331445018,-0.014296188392632025,0.4728904170000021
True,3,6.088680108941546,0.016027660009040226,0.010058372262788495,0.5051946669999978
True,4,6.088942819715317,0.015978043079313945,0.010321083036560097,0.533910542000001
True,6,6.087204093629115,0.015938261498293003,0.008582356950357806,0.6235086249999995
False,2,5.739695558695115,0.01557855232558014,-0.3389261779836419,0.5525540000000007
False,3,5.92306495818768,0.014772247866351413,-0.15555677849107674,0.6235747500000031
False,4,5.918395826453004,0.015214807831817053,-0.16022591022575305,0.6882610000000113
False,6,6.00908681008395,0.015455327678577562,-0.06953492659480709,0.8857652499999915
